Possible!
Amount of moves: 1742
Moves:
D D R R U R U R R D L D D D R R D L D L L L D D L D D L D D D D R D D R R R D R R R R R D L D D D D D D D R R R U U R U U U R R U R R R U R R U R D R U R R R D D D D R D D D D D D R R D R D D D D D L L L L L D L D R D L L D R D D D R D R R R D D D D L D L L D D R R D D R R D R D R D R U R R R U L L U R R U R R U L L L U U U U U L U U R D R R R U U L U U U R U U R U U U U U R R R U U U R R R D D R R R D R D D L D D L L D L D D D L D R D R D R R D R R D D L D D L D R R D L D D D R U U R U U R D R R R U R U U U U R R R R U R R D D R R U R U U U U R R D R D R R R U R R R D D R U U U L U L L U U R U R R R R D R U R U U U U R R D D R U U R R R R R R D D L L D D R D D R D D D R D L L L L L L D D D D L D R R R D D L L L D R R D D D D R U R R R R R D R R R D D D R R U R R R R D R D R U R R R U U L U U L U U L U R U U R R R R R U R R D R U R D D R D R D D D D L D R R R D D L D L U L D D D D R R R D D D R D R D L L L U L L D D L L D R D D D R D R U R D R R U U R R R R R R U U L U U L U R R U R D R U R D D R R R R R R D R R R U R D R D R D D D R U R U U U R U R R U U U R U U R U L U R R D D D R D D L U L D D L D D R D L D D L D R D R D R R D D R D R R D L D D D D R D L L D L D L D L U U L L D L L L L D L L U U U U U L U L U L L L D L L L U U L D L D D L D L D D D D D D R U R D R D D L L D L D L D L L L U L L D R D L L L L L U L L L L L L L L D R R D D L L D D R D R R D R D D R R R D L L D L D L D L D L L D R D R D D L L D R R D R D D D L L L D L L D D L L L D D D L U L D D D L L U U L L D D D D R D R D D D L D D R R R D D R D D R U R U R R R R R D R R D R R R R U R R D R D R R R R R R U U U L U U L L L U R U U R U U U R R D R D D R U U R U L U U R U U L U U R R R R U R U R R U U R R R R D D D D R R D R R R D R R D R R D R R D D L L L L L D D D D L L U L D D L D L D D D D D R U U R D R R R D R R D D D L L D R D R R R R D D L D R D D R R R R D D R D D R R D L L U L L D D L L D R D R D R R D L D R D R D D L D D R R D R D R U R D D D L D R R R R D D D D D L L D R R R R R U R D D D D L L D D D D R D D L D D D D R R U U R U R U U R D R U U U R R D R R D R U R D R D R D R R D D R R D R U U R R R R D R R R U U R R R U U U L U R R U U L L L L U U R U U U R R U R D D R U R U R D R U R R R R D L L L D R D D L L D D R R U R D R D D D L L D D D R U R U R R R D D L D D D R D D R D D D D R D R R R R D R D R D R D D D D D D D D D L L L L D L L D L U L U L L D L L D D D L L D L D R D L L D D D D D D L L D R D D D L D L L L D L L U L D L L L L L U L D D L D L L L D L L D D D D D R D L D D L D D R R D D D D D R U U R D R D D D D D L L L L D L U L L U L D L D D D D R D R U R D R R D L L D R R D D D R D R R D D R R U U U L U R R R R R R U U U R R R U R R R D R D D R R D R D R U R U L U U R D R R U R R D D D D R D D R R R D R U R R D D D D L D D D R D D R D R D D L U L L D L L D L U L U U L L L L D D D R U R D R D D L L D L L L L D R R D L L D L L D R D D D R R R D R R R D R R R U R U U U R R D R D R U U U L L U U R R R U R U R U R D R R U R U U R R R U U U L U U U U L L U U L L U L L U U R R R D R U R U U R D D R R R R R U R R R D D L L L D R D R D D D D R U R R D D D R U R R U U L U R R D R R U R R R U R R U R R U U R D R U R R R D R R U R R U L U L U U R R D R R D D R D D R U R R D D D L D R R R R D D D D D D L L D D D R D L D D L D D R R D D R U R R D R U R D R D D L D L D R R D R D R U U U R U U R U L U R R U R U R R R D D R U R D R R U R D R R U U U R R R R R R R D D D D D R D R D R R D R D L D D L L L D D R D L D D D D L D R D R R R R R R D D R D 
0 0 0 0
1 0 1 0
2 0 2 0
2 1 2 0
2 2 2 0
1 2 1 0
1 3 1 0
0 3 0 0
0 4 0 1
0 5 0 2
1 5 0 2
1 4 0 1
2 4 1 1
3 4 1 1
4 4 1 1
4 5 1 1
4 6 1 1
5 6 1 1
5 5 1 1
6 5 1 1
6 4 1 1
6 3 1 1
6 2 1 1
7 2 1 1
8 2 1 1
8 1 1 1
9 1 1 1
10 1 1 1
10 0 1 1
11 0 1 1
12 0 1 1
13 0 1 1
14 0 1 1
14 1 1 1
15 1 1 1
16 1 1 1
16 2 1 1
16 3 1 1
16 4 1 1
17 4 1 1
17 5 1 1
17 6 1 1
17 7 1 1
17 8 1 1
17 9 1 1
18 9 1 1
18 8 1 1
19 8 1 1
20 8 1 1
21 8 1 1
22 8 1 1
23 8 1 1
24 8 1 1
25 8 1 1
25 9 1 1
25 10 1 1
25 11 1 1
24 11 0 1
23 11 0 1
23 12 0 2
22 12 0 2
21 12 0 2
20 12 0 2
20 13 0 3
20 14 0 4
19 14 0 4
19 15 0 5
19 16 0 6
19 17 0 6
18 17 0 6
18 18 0 6
18 19 0 6
17 19 0 6
17 20 0 6
18 20 1 6
18 21 1 7
17 21 0 7
17 22 0 8
17 23 0 9
17 24 0 0
18 24 1 0
19 24 2 0
20 24 3 0
21 24 3 0
21 25 3 1
22 25 3 1
23 25 3 1
24 25 3 1
25 25 3 1
26 25 3 1
27 25 3 1
27 26 3 1
27 27 3 1
28 27 3 1
28 28 3 1
29 28 3 1
30 28 3 1
31 28 3 1
32 28 3 1
33 28 3 1
33 27 3 0
33 26 3 0
33 25 3 0
33 24 3 0
33 23 3 0
34 23 3 0
34 22 3 0
35 22 3 0
35 23 3 1
36 23 3 1
36 22 3 0
36 21 3 0
37 21 3 0
37 22 3 1
38 22 3 1
39 22 3 1
40 22 3 1
40 23 3 1
41 23 3 1
41 24 3 1
41 25 3 1
41 26 3 1
42 26 3 1
43 26 3 1
44 26 3 1
45 26 3 1
45 25 3 0
46 25 3 0
46 24 3 0
46 23 3 0
47 23 3 0
48 23 3 0
48 24 3 1
48 25 3 1
49 25 3 1
50 25 3 1
50 26 3 1
50 27 3 1
51 27 3 1
51 28 3 1
52 28 3 1
52 29 3 1
53 29 3 1
53 30 3 1
52 30 3 1
52 31 3 1
52 32 3 1
52 33 3 1
51 33 3 1
51 32 3 0
51 31 3 0
50 31 2 0
50 32 2 0
50 33 2 0
49 33 1 0
49 34 1 0
49 35 1 0
48 35 0 0
48 34 0 0
48 33 0 0
48 32 0 0
47 32 0 0
46 32 0 0
45 32 0 0
44 32 0 0
43 32 0 0
43 31 0 0
42 31 0 0
41 31 0 0
41 32 0 1
42 32 1 1
42 33 1 1
42 34 1 1
42 35 1 1
41 35 0 1
40 35 0 1
40 34 0 0
39 34 0 0
38 34 0 0
37 34 0 0
37 35 0 1
36 35 0 1
35 35 0 1
35 36 0 2
34 36 0 2
33 36 0 2
32 36 0 2
31 36 0 2
30 36 0 2
30 37 0 3
30 38 0 4
30 39 0 5
29 39 0 5
28 39 0 5
27 39 0 5
27 40 0 6
27 41 0 6
27 42 0 6
28 42 1 6
29 42 2 6
29 43 2 7
29 44 2 8
29 45 2 8
30 45 2 8
30 46 2 8
31 46 2 8
32 46 2 8
32 45 2 7
33 45 2 7
34 45 2 7
34 44 2 6
34 43 2 6
35 43 2 6
35 42 2 6
36 42 2 6
37 42 2 6
38 42 2 6
38 41 2 6
39 41 2 6
39 42 2 7
40 42 2 7
40 43 2 8
41 43 2 8
41 44 2 8
41 45 2 8
42 45 2 8
42 46 2 8
42 47 2 8
